id,title,description,category,brand,price,color,gender,rating,created_at
616,GymClark Classic Leather Belt,"Made with cotton for a premium hand-feel. Designed for vacation with a water-resistant silhouette. Details: functional pockets, contrast stitching, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,GymClark,20.01,Orange,Men,4.4,2025-07-12 07:14:00 
617,Minimalist City Relaxed Cocktail Dress,A classic essential with elevated details.,Dresses,Minimalist,42.13,Brown,Women,3.38,2025-03-27 16:17:00 
618,StreetWear Ribbed Tank Top,A versatile staple for everyday wear.,Tops,StreetWear,295.88,White,Men,3.73,2025-04-02 16:54:00 
619,UrbanChic Leather Belt,"Made with cotton for a premium hand-feel. Designed for everyday wear with a lightweight silhouette. Details: subtle logo hardware, soft-touch lining, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,UrbanChic,95.49,Black,Unisex,4.23,2025-02-03 06:21:00 
620,StreetWear Sunglasses with Graphic Print,"Made with resin for a premium hand-feel. Designed for vacation with a buttery-soft silhouette. Details: structured shoulders, elastic waistband, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,StreetWear,50.07,Yellow,Men,4.49,2025-11-23 08:38:00 
621,StreetWear Cashmere V-Neck Sweater,"Made with cashmere for a premium hand-feel. Designed for street style with a insulated silhouette. Details: structured shoulders, subtle logo hardware, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Tops,StreetWear,48.26,Red,Men,3.51,2024-08-02 16:32:00 
622,Niky Modern Training Shorts,An easy-to-style piece with a modern fit.,Activewear,Niky,226.22,Brown,Men,4.88,2025-02-03 16:42:00 
623,Zana Chelsea Boots,A versatile staple for everyday wear.,Footwear,Zana,680.9,Gray,Men,4.14,2025-01-04 16:35:00 
624,Niky Lace Bralette,"Featuring the Niky Lace Bralette, this product offers comfort and durability. A versatile staple for everyday wear.",Lingerie & Sleepwear,Niky,132.27,Pink,Women,3.56,2025-12-22 06:13:00 
625,Niky City Tailored Cocktail Dress,"This Niky City Tailored Cocktail Dress is designed for everyday use. Made with silk for a premium hand-feel. Designed for evening with a easy-care silhouette. Details: contrast stitching, structured shoulders, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Dresses,Niky,498.73,Gray,Women,4.18,2025-08-24 15:15:00 
626,Niky Men City Leather Belt,A classic essential with elevated details.,Accessories,Niky,17.48,Yellow,Men,4.28,2025-04-12 00:21:00 
627,GymClark Rain Shell Jacket,A classic essential with elevated details.,Outerwear,GymClark,452.85,Red,Men,4.11,2025-09-25 06:47:00 
628,Gucci Modern Chelsea Boots with Ribbed Hem,Customers choose the Gucci Modern Chelsea Boots with Ribbed Hem for its reliability. Everyday essential.,Footwear,Gucci,131.23,Gray,Women,3.79,2024-10-25 07:13:00 
629,Mango Tailored Linen Trousers,An easy-to-style piece with a modern fit.,Bottoms,Mango,47.05,Pink,Unisex,4.26,2025-04-19 23:21:00 
630,Zana Cargo Pants with Ribbed Hem,"The Zana Cargo Pants with Ribbed Hem stands out for its quality and style. Comfortable, flattering, and designed to last.",Bottoms,Zana,171.8,Yellow,Women,4.24,2024-12-10 06:45:00 
631,GymClark Men Heritage Swim Trunks,An easy-to-style piece with a modern fit.,Swimwear,GymClark,28.84,Orange,Men,4.44,2025-04-09 06:06:00 
632,Asisas Classic Set of 3 Jewelry Pieces,Customers choose the Asisas Classic Set of 3 Jewelry Pieces for its reliability. A versatile staple for everyday wear.,Accessories,Asisas,278.32,Purple,Women,3.73,2025-07-30 17:27:00 
633,Elegante Denim Jacket,This Elegante Denim Jacket is designed for everyday use. An easy-to-style piece with a modern fit.,Outerwear,Elegante,407.34,Blue,Women,3.65,2024-08-28 23:19:00 
634,Balenciaga Stretch Suit Trousers,"Made with linen for a premium hand-feel. Designed for everyday wear with a easy-care silhouette. Details: functional pockets, elastic waistband, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Suits & Blazers,Balenciaga,2500,Gray,Men,4.18,2025-12-25 02:07:00 
635,UrbanChic Strappy Sandals,A versatile staple for everyday wear.,Footwear,UrbanChic,653.31,Blue,Men,4.19,2024-08-01 03:45:00 
636,Asisas Off-Shoulder Dress,A versatile staple for everyday wear.,Dresses,Asisas,82.22,Pink,Women,4.92,2024-09-07 21:39:00 
637,GymClark Linen Suit Set,The GymClark Linen Suit Set stands out for its quality and style. A classic essential with elevated details.,Suits & Blazers,GymClark,505.02,Red,Women,4.04,2024-08-28 10:40:00 
638,GymClark Triangle Bikini Top with Belt,An easy-to-style piece with a modern fit.,Swimwear,GymClark,38.27,Green,Men,4.06,2025-03-22 13:23:00 
639,Balenciaga Heritage Ribbed Tank Top,An easy-to-style piece with a modern fit.,Tops,Balenciaga,42.68,Brown,Unisex,4.24,2025-05-10 22:07:00 
640,StreetWear Studio Training Shorts,,Activewear,StreetWear,243.72,Red,Unisex,4.53,2025-11-23 04:29:00 
641,Mango Rain Shell Jacket,A classic essential with elevated details.,Outerwear,Mango,872.49,White,Women,3.84,2024-10-04 08:52:00 
642,Prada Ankle Boots,A versatile staple for everyday wear.,Footwear,Prada,697.95,Pink,Unisex,4.32,2025-02-12 09:01:00 
643,Balenciaga Training Shorts,,Activewear,Balenciaga,521.91,Yellow,Unisex,4.05,2024-10-04 11:34:00 
644,Elegante Classic High-Waisted Jeans,"Featuring the Elegante Classic High-Waisted Jeans, this product offers comfort and durability. Made with corduroy for a premium hand-feel. Designed for street style with a relaxed fit silhouette. Details: subtle logo hardware, hidden side zipper, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Bottoms,Elegante,40.93,Green,Men,4.32,2025-08-29 08:32:00 
645,Mango Men Moisture-Wicking Tee with Lace Trim,,Activewear,Mango,141.75,Yellow,Men,3.75,2025-09-09 14:07:00 
646,Mango Graphic T-Shirt,Customers choose the Mango Graphic T-Shirt for its reliability. A versatile staple for everyday wear.,Tops,Mango,158.91,Pink,Unisex,3.68,2025-11-25 09:02:00 
647,Balenciaga Sunglasses Edition,"Comfortable, flattering, and designed to last.",Accessories,Balenciaga,823.97,White,Women,4.2,2024-12-03 14:48:00 
648,UrbanChic Strappy Sandals,"Made with leather for a premium hand-feel. Designed for vacation with a buttery-soft silhouette. Details: tapered leg, hidden side zipper, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Comfort notes: cushioned insole and grippy outsole for all-day wear.",Footwear,UrbanChic,570.83,Orange,Men,4.96,2025-02-15 02:40:00 
649,Louis Vuitton Wool Blend Coat,"Made with recycled polyester for a premium hand-feel. Designed for trianing with a lightweight silhouette. Details: subtle logo hardware, soft-touch lining, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Weather notes: designed to layer comfortably; ideal for transitional temperatures.",Outerwear,Louis Vuitton,1749.13,Orange,Women,4.3,2025-10-04 07:10:00 
650,Zana Shirt Dress,"This Zana Shirt Dress is designed for everyday use. Made with viscose for a premium hand-feel. Designed for workwear with a high-waisted silhouette. Details: contrast stitching, elastic waistband, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Dresses,Zana,271.14,Pink,Women,3.69,2024-08-23 00:36:00 
651,Asisas Cashmere V-Neck Sweater,"Featuring the Asisas Cashmere V-Neck Sweater, this product offers comfort and durability. Made with silk for a premium hand-feel. Designed for vacation with a wrinkle-resistant silhouette. Details: structured shoulders, functional pockets, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Tops,Asisas,334.56,White,Men,4.37,2025-04-24 23:09:00 
652,GymClark High-Waisted Jeans,An easy-to-style piece with a modern fit.,Bottoms,GymClark,87.01,Pink,Unisex,3.76,2025-06-22 15:31:00 
653,Elegante City Leather Pants,"Comfortable, flattering, and designed to last.",Bottoms,Elegante,539.71,Red,Women,4.04,2024-10-01 22:58:00 
654,Niky City Slim Denim Shorts with Belt,"Featuring the Niky City Slim Denim Shorts with Belt, this product offers comfort and durability. An easy-to-style piece with a modern fit.",Bottoms,Niky,360.43,Purple,Women,4.49,2025-10-12 09:00:00 
655,Gucci Signature Wool Blend Coat with Graphic Print (Best Seller),"This Gucci Signature Wool Blend Coat with Graphic Print (Best Seller) is designed for everyday use. Made with down for a premium hand-feel. Designed for studio with a lightweight silhouette. Details: hidden side zipper, tapered leg, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Weather notes: designed to layer comfortably; ideal for transitional temperatures.",Outerwear,Gucci,1918.1,White,Women,4.91,2024-10-06 18:19:00 
656,StreetWear Sports Cap Drop,"Made with leather for a premium hand-feel. Designed for travel with a water-resistant silhouette. Details: structured shoulders, functional pockets, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,StreetWear,27.73,Pink,Women,3.97,2024-12-29 22:56:00 
657,Mango Heritage Pleated Midi Dress,A classic essential with elevated details.,Dresses,Mango,82.08,Yellow,Women,4.11,2025-12-26 11:23:00 
658,Zana Oversized Blazer Coat with Graphic Print,A classic essential with elevated details.,Outerwear,Zana,508.88,Red,Women,3.62,2025-09-28 12:38:00 
659,StreetWear Studio Training Shorts,A versatile staple for everyday wear.,Activewear,StreetWear,34.83,Orange,Unisex,3.93,2025-10-20 13:32:00 
660,Minimalist Crossbody Bag,A versatile staple for everyday wear.,Accessories,Minimalist,351.01,Blue,Men,4.34,2025-08-16 09:41:00 
661,UrbanChic Women Board Shorts,"This UrbanChic Women Board Shorts is designed for everyday use. Made with quick-dry poly for a premium hand-feel. Designed for everyday wear with a oversized silhouette. Details: structured shoulders, tapered leg, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Swimwear,UrbanChic,283.3,White,Women,4.36,2025-04-10 20:47:00 
662,UrbanChic City Off-Shoulder Dress,"This UrbanChic City Off-Shoulder Dress is designed for everyday use. Made with linen for a premium hand-feel. Designed for everyday wear with a wrinkle-resistant silhouette. Details: mesh panels, lace trim, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Dresses,UrbanChic,294.54,Gray,Women,4.18,2025-09-04 13:34:00 
663,Zana Puffer Jacket,"Made with recycled polyester for a premium hand-feel. Designed for evening with a buttery-soft silhouette. Details: adjustable straps, contrast stitching, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Weather notes: designed to layer comfortably; ideal for transitional temperatures.",Outerwear,Zana,478.27,Purple,Men,4.59,2025-09-23 13:33:00 
664,Elegante Running Shoes,A versatile staple for everyday wear.,Footwear,Elegante,67.99,Brown,Men,4.05,2024-12-10 13:31:00 
665,GymClark Men Training Shorts,"Made with mesh for a premium hand-feel. Designed for vacation with a lightweight silhouette. Details: hidden side zipper, mesh panels, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,GymClark,20.73,Orange,Men,4.26,2025-11-10 04:47:00 
666,Mango Linen Suit Set,An easy-to-style piece with a modern fit.,Suits & Blazers,Mango,1164.69,Orange,Women,4.13,2026-01-07 14:35:00 
667,Gucci Signature Wool Blend Coat with Graphic Print,"Made with technical nylon for a premium hand-feel. Designed for everyday wear with a four-way stretch silhouette. Details: mesh panels, contrast stitching, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Weather notes: designed to layer comfortably; ideal for transitional temperatures.",Outerwear,Gucci,265.49,White,Women,4.2,2024-10-03 16:55:00 
668,Minimalist Signature Minimalist Trainers,Seasonal style.,Footwear,Minimalist,75.18,Purple,Unisex,3.28,2025-07-10 04:50:00 
669,Niky City Slim Denim Shorts with Belt,"Made with linen for a premium hand-feel. Designed for vacation with a high-waisted silhouette. Details: structured shoulders, tapered leg, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Bottoms,Niky,75.85,Red,Women,3.43,2025-03-12 03:56:00 
670,Prada Strappy Sandals,"Made with canvas for a premium hand-feel. Designed for workwear with a wrinkle-resistant silhouette. Details: functional pockets, mesh panels, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Comfort notes: cushioned insole and grippy outsole for all-day wear.",Footwear,Prada,2419.85,Purple,Women,3.53,2025-07-27 04:23:00 
671,Minimalist Women Beanie Hat Drop,,Accessories,Minimalist,17.39,Purple,Women,4.43,2026-01-06 10:34:00 
672,Prada 2-Pack Socks,"Made with satin for a premium hand-feel. Designed for studio with a easy-care silhouette. Details: ribbed cuffs, contrast stitching, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Lingerie & Sleepwear,Prada,269.64,Green,Women,4.62,2025-01-29 18:30:00 
673,Louis Vuitton Women Tailored Slip Dress,Classic fit.,Dresses,Louis Vuitton,290.38,Orange,Women,4.59,2025-06-16 01:39:00 
674,Gucci Studio Chelsea Boots,Customers choose the Gucci Studio Chelsea Boots for its reliability. An easy-to-style piece with a modern fit.,Footwear,Gucci,870.8,Brown,Women,3.86,2025-11-08 12:53:00 
675,Gucci Slim Fit Suit Jacket,A versatile staple for everyday wear.,Suits & Blazers,Gucci,444.51,Blue,Women,4.04,2025-06-14 14:47:00 
676,Zana Women Heritage Oversized Cashmere V-Neck Sweater with Zip Detail,An easy-to-style piece with a modern fit.,Tops,Zana,226.85,Orange,Women,4.37,2025-07-12 16:16:00 
677,Balenciaga Signature Leather Belt,Customers choose the Balenciaga Signature Leather Belt for its reliability. A classic essential with elevated details.,Accessories,Balenciaga,925.07,Yellow,Men,3.92,2025-02-10 18:08:00 
678,UrbanChic City Off-Shoulder Dress,A versatile staple for everyday wear.,Dresses,UrbanChic,270.15,Red,Women,4.28,2024-09-06 06:51:00 
679,Chanel Oversized Slip Dress,Limited run.,Dresses,Chanel,315.1,Gray,Women,4.32,2025-12-21 03:07:00 
680,UrbanChic Leather Belt,Customers choose the UrbanChic Leather Belt for its reliability. A versatile staple for everyday wear.,Accessories,UrbanChic,11.03,Red,Men,4.31,2026-01-08 23:13:00 
681,Asisas Pleated Midi Dress,"Comfortable, flattering, and designed to last.",Dresses,Asisas,343.23,Brown,Women,3.79,2025-11-03 23:13:00 
682,Mango Classic Off-Shoulder Dress,A versatile staple for everyday wear.,Dresses,Mango,126.72,Orange,Women,3.97,2024-11-18 11:12:00 
683,Mango Beanie Hat Edition,"This Mango Beanie Hat Edition is designed for everyday use. Made with cotton for a premium hand-feel. Designed for studio with a oversized silhouette. Details: adjustable straps, ribbed cuffs, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,Mango,560.62,Gray,Unisex,4.48,2025-02-22 07:37:00 
684,Minimalist Minimalist Strappy Sandals,Customers choose the Minimalist Minimalist Strappy Sandals for its reliability. An easy-to-style piece with a modern fit.,Footwear,Minimalist,69.4,Green,Men,3.45,2025-02-07 09:12:00 
685,Gucci Modern Cotton Sleep Shirt,,Lingerie & Sleepwear,Gucci,38.71,Brown,Women,4.08,2024-11-19 16:53:00 
686,GymClark Men Modern Trench Coat,,Outerwear,GymClark,396.84,Green,Men,4.8,2024-10-26 05:49:00 
687,StreetWear Heritage Training Shorts,"Made with mesh for a premium hand-feel. Designed for travel with a easy-care silhouette. Details: mesh panels, ribbed cuffs, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,StreetWear,280.18,Purple,Women,3.33,2024-07-30 07:50:00 
688,UrbanChic City Oversized Blazer Coat,"Made with down for a premium hand-feel. Designed for workwear with a cropped silhouette. Details: hidden side zipper, elastic waistband, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Weather notes: designed to layer comfortably; ideal for transitional temperatures.",Outerwear,UrbanChic,389.55,Gray,Men,3.75,2025-10-28 23:25:00 
689,Minimalist City Chelsea Boots,"Made with mesh knit for a premium hand-feel. Designed for training with a relaxed fit silhouette. Details: contrast stitching, mesh panels, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Comfort notes: cushioned insole and grippy outsole for all-day wear.",Footwear,Minimalist,648.88,Green,Women,3.88,2025-01-13 19:52:00 
690,Niky City Slim Denim Shorts with Belt,A classic essential with elevated details.,Bottoms,Niky,246.74,Orange,Women,4.23,2025-02-27 18:57:00 
691,Mango Classic Platform Sneakers Update,"Made with rubber for a premium hand-feel. Designed for evening with a high-waisted silhouette. Details: contrast stitching, ribbed cuffs, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Comfort notes: cushioned insole and grippy outsole for all-day wear.",Footwear,Mango,41.71,Purple,Men,4.41,2025-02-14 16:57:00 
692,Elegante Seamless Sports Bra,"Featuring the Elegante Seamless Sports Bra, this product offers comfort and durability. Made with moisture-wicking poly for a premium hand-feel. Designed for weekend with a lightweight silhouette. Details: hidden side zipper, structured shoulders, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,Elegante,53.98,Gray,Men,4.22,2025-04-11 17:12:00 
693,Prada Ankle Boots (Best Seller),"Made with canvas for a premium hand-feel. Designed for street style with a insulated silhouette. Details: elastic waistband, structured shoulders, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Comfort notes: cushioned insole and grippy outsole for all-day wear.",Footwear,Prada,187.87,Blue,Unisex,4.64,2025-10-22 08:25:00 
694,GymClark Heritage Running Jacket with Lace Trim Update,"Comfortable, flattering, and designed to last.",Activewear,GymClark,27.73,Red,Women,4.29,2025-03-03 14:33:00 
695,Prada Trench Coat with Zip Detail,"Comfortable, flattering, and designed to last.",Outerwear,Prada,856.42,Yellow,Men,4.56,2025-10-17 09:02:00 
696,Zana Cashmere V-Neck Sweater with Graphic Print,An easy-to-style piece with a modern fit.,Tops,Zana,57.28,Orange,Women,4.05,2026-01-08 12:19:00 
697,Balenciaga Performance Leggings with Graphic Print,"Made with mesh for a premium hand-feel. Designed for weekend with a lightweight silhouette. Details: mesh panels, hidden side zipper, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,Balenciaga,185.28,Red,Men,4.2,2025-09-08 02:11:00 
698,Chanel Slim Shirt Dress,"Made with viscose for a premium hand-feel. Designed for vacation with a water-resistant silhouette. Details: elastic waistband, tapered leg, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Dresses,Chanel,1223.01,Pink,Women,4.4,2025-01-24 21:25:00 
699,Minimalist Classic Wide-Leg Trousers Edition,Limited run.,Bottoms,Minimalist,141.19,Blue,Women,4.28,2024-09-16 01:20:00 
700,Elegante Slip Dress,A versatile staple for everyday wear.,Dresses,Elegante,580.46,Yellow,Women,4.73,2025-08-08 16:03:00 
701,UrbanChic City Off-Shoulder Dress,"Made with linen for a premium hand-feel. Designed for everyday wear with a four-way stretch silhouette. Details: soft-touch lining, tapered leg, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Dresses,UrbanChic,80.83,Orange,Women,3.86,2024-11-01 20:57:00 
702,Niky Classic Wrap Midi Dress,The Niky Classic Wrap Midi Dress stands out for its quality and style. A classic essential with elevated details.,Dresses,Niky,50.8,Brown,Women,4.57,2025-09-06 04:31:00 
703,Balenciaga Yoga Tank,Everyday essential.,Activewear,Balenciaga,92.54,Orange,Women,3.37,2025-11-25 06:33:00 
704,UrbanChic Retro Leather Loafers,"Customers choose the UrbanChic Retro Leather Loafers for its reliability. Made with leather for a premium hand-feel. Designed for studio with a insulated silhouette. Details: functional pockets, elastic waistband, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Comfort notes: cushioned insole and grippy outsole for all-day wear.",Footwear,UrbanChic,216.87,Orange,Men,4.15,2025-06-15 17:05:00 
705,StreetWear Men Classic Running Jacket,A classic essential with elevated details.,Activewear,StreetWear,73.88,Yellow,Men,4.1,2025-11-06 16:03:00 
706,StreetWear Tailored Linen Trousers,"Made with linen for a premium hand-feel. Designed for training with a oversized silhouette. Details: mesh panels, elastic waistband, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Bottoms,StreetWear,31.22,Brown,Women,4.38,2025-04-17 12:50:00 
707,Niky Slim High-Waisted Jeans,"Made with wool blend for a premium hand-feel. Designed for evening with a lightweight silhouette. Details: mesh panels, ribbed cuffs, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Bottoms,Niky,41.4,Purple,Unisex,4.29,2025-04-13 19:22:00 
708,Louis Vuitton Silk Scarf,"Featuring the Louis Vuitton Silk Scarf, this product offers comfort and durability. A classic essential with elevated details.",Accessories,Louis Vuitton,610.56,Blue,Men,3.52,2024-12-01 02:55:00 
709,Zana Leather Loafers,An easy-to-style piece with a modern fit.,Footwear,Zana,528.05,Purple,Men,4.2,2025-05-23 14:58:00 
710,Asisas Heritage Cotton T-Shirt with Graphic Print,"Made with linen for a premium hand-feel. Designed for training with a mid-rise silhouette. Details: functional pockets, elastic waistband, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Tops,Asisas,254.98,Gray,Men,3.81,2025-01-14 11:40:00 
711,Asisas Beanie Hat with Lace Trim,"Made with leather for a premium hand-feel. Designed for studio with a oversized silhouette. Details: hidden side zipper, tapered leg, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,Asisas,238.92,Brown,Women,3.78,2025-08-06 18:04:00 
712,Prada Cover-Up Dress,"Made with nylon-spandex for a premium hand-feel. Designed for evening with a oversized silhouette. Details: hidden side zipper, adjustable straps, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Swimwear,Prada,68.03,Green,Men,4.69,2025-03-20 18:37:00 
713,Mango Beanie Hat,"Made with resin for a premium hand-feel. Designed for street style with a lightweight silhouette. Details: hidden side zipper, tapered leg, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,Mango,166.63,Pink,Unisex,4.05,2024-08-02 10:18:00 
714,Balenciaga Cashmere V-Neck Sweater,"Customers choose the Balenciaga Cashmere V-Neck Sweater for its reliability. Made with cotton for a premium hand-feel. Designed for evening with a relaxed fit silhouette. Details: structured shoulders, contrast stitching, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Tops,Balenciaga,572.89,Purple,Women,4.39,2024-08-23 10:35:00 
715,UrbanChic Strappy Sandals,This UrbanChic Strappy Sandals is designed for everyday use. A versatile staple for everyday wear.,Footwear,UrbanChic,57.11,Blue,Men,3.54,2024-08-22 11:54:00 
716,Louis Vuitton Signature Stretch Suit Trousers,"This Louis Vuitton Signature Stretch Suit Trousers is designed for everyday use. Made with wool blend for a premium hand-feel. Designed for evening with a wrinkle-resistant silhouette. Details: tapered leg, structured shoulders, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed.",Suits & Blazers,Louis Vuitton,2014.64,Black,Men,4.37,2024-11-23 18:26:00 
717,StreetWear Platform Sneakers with Ribbed Hem,"Made with rubber for a premium hand-feel. Designed for evening with a easy-care silhouette. Details: hidden side zipper, tapered leg, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Comfort notes: cushioned insole and grippy outsole for all-day wear.",Footwear,StreetWear,126.02,Black,Women,4.64,2025-11-13 18:15:00 
718,Chanel Classic Compression Top,This Chanel Classic Compression Top is designed for everyday use. A versatile staple for everyday wear.,Activewear,Chanel,509.13,Brown,Men,3.89,2025-03-20 05:05:00 
719,Balenciaga Oversized Blazer Coat,"Customers choose the Balenciaga Oversized Blazer Coat for its reliability. Made with wool for a premium hand-feel. Designed for workwear with a oversized silhouette. Details: functional pockets, contrast stitching, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Weather notes: designed to layer comfortably; ideal for transitional temperatures.",Outerwear,Balenciaga,767.28,Red,Men,4.66,2024-11-15 02:13:00 
720,Elegante Cover-Up Dress with Zip Detail,Customers choose the Elegante Cover-Up Dress with Zip Detail for its reliability. A versatile staple for everyday wear.,Swimwear,Elegante,145.24,Yellow,Men,4.49,2025-03-25 18:19:00 
721,StreetWear Heritage Training Shorts,"Made with recycled nylon for a premium hand-feel. Designed for studio with a tailored silhouette. Details: hidden side zipper, adjustable straps, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Performance notes: supportive compression and quick-dry finish for high-intensity sessions.",Activewear,StreetWear,27.5,Purple,Women,4.52,2025-08-29 06:57:00 
722,Balenciaga Sunglasses,"Featuring the Balenciaga Sunglasses, this product offers comfort and durability. Made with leather for a premium hand-feel. Designed for everyday wear with a easy-care silhouette. Details: structured shoulders, contrast stitching, and reinforced seams. Fit notes: true to size; size up for a more relaxed drape. Care: machine wash cold or dry clean as needed. Finishing touch: pairs easily with both minimalist and statement looks.",Accessories,Balenciaga,1864.71,Yellow,Women,4.27,2025-12-04 09:58:00 
723,Elegante Studio Set of 3 Jewelry Pieces,A versatile staple for everyday wear.,Accessories,Elegante,68.96,Gray,Men,4.68,2025-03-13 01:41:00 
724,Elegante Women Modern Gym Hoodie,A versatile staple for everyday wear.,Activewear,Elegante,203.91,Brown,Women,4.23,2025-05-23 13:50:00 
725,Prada Ankle Boots,The Prada Ankle Boots stands out for its quality and style. A classic essential with elevated details.,Footwear,Prada,636.17,Purple,Unisex,3.84,2025-02-07 14:03:00 
726,Elegante City Leather Pants,"Comfortable, flattering, and designed to last.",Bottoms,Elegante,562.6,Blue,Women,3.88,2025-11-18 00:25:00 
727,Zana Soft Knit Pajama Pants with Lace Trim,An easy-to-style piece with a modern fit.,Lingerie & Sleepwear,Zana,203.9,Blue,Women,3.83,2025-06-30 14:03:00 
728,Prada High-Waist Bikini Bottom,A classic essential with elevated details.,Swimwear,Prada,99.07,Purple,Men,4.19,2025-04-14 16:43:00 
729,Gucci Signature Wool Blend Coat with Graphic Print,Customers choose the Gucci Signature Wool Blend Coat with Graphic Print for its reliability. A versatile staple for everyday wear.,Outerwear,Gucci,1164.49,Green,Women,3.88,2025-11-21 04:38:00 
730,Elegante Crop Top,A classic essential with elevated details.,Tops,Elegante,344.89,Orange,Unisex,3.91,2024-11-09 18:38:00 
731,Gucci Modern Rash Guard,"Featuring the Gucci Modern Rash Guard, this product offers comfort and durability. A classic essential with elevated details.",Swimwear,Gucci,249.03,Green,Unisex,4.53,2025-03-14 23:59:00 
